State,Account_length,Intl_plan,Voicemail_message,day_call,day_charge,eve_call,eve_charge,night_call,night_charge,intl_call,intl_charge,CS_calls,Churn
SC,109,No,0,74,37.83,75,14.42,94,11.89,3,2.43,2,0
IN,108,No,0,101,34.19,86,14.51,113,10.68,3,3.13,3,0
IA,79,No,17,114,28.54,93,20.71,114,9.54,2,2.46,1,0
MN,38,No,0,109,29.87,97,18.0,109,6.21,3,2.48,5,1
AR,109,No,29,90,18.9,98,22.4,128,10.11,6,2.43,6,1
MS,78,No,0,74,14.91,58,18.26,147,9.06,6,2.92,1,0
MN,134,No,0,99,41.5,111,20.99,133,9.0,2,1.94,0,0
WA,47,No,27,89,28.05,118,10.82,95,12.8,4,2.08,2,0
MS,59,No,27,110,21.66,99,8.78,73,7.39,3,2.46,0,0
ID,151,No,0,106,33.12,103,24.88,82,10.11,3,1.49,0,0
NC,129,No,0,131,9.3,105,21.77,135,7.95,4,3.0,1,0
VA,107,No,27,104,48.18,152,19.05,63,10.86,7,3.89,2,0
MT,137,Yes,0,112,43.86,117,20.95,100,7.79,3,2.94,0,1
MI,76,No,0,142,15.39,75,17.99,76,8.77,2,2.51,1,0
HI,24,No,0,132,40.05,129,9.85,136,8.34,2,4.37,0,0
NC,169,No,0,82,24.23,110,19.67,67,5.9,4,2.7,2,0
MN,30,No,0,68,9.18,96,15.24,101,11.12,8,2.75,1,0
WV,70,No,0,87,36.52,114,11.14,104,9.76,3,2.54,3,0
SD,52,Yes,0,118,42.74,80,16.71,53,8.64,2,2.97,0,1
HI,3,No,0,99,23.63,108,21.31,87,12.88,3,1.65,4,0
MS,38,No,0,114,19.94,105,17.74,98,9.15,2,3.89,2,0
NY,104,No,0,108,44.88,75,11.24,91,8.0,8,2.86,3,0
LA,27,No,0,105,14.04,99,17.34,122,10.09,4,2.46,1,0
MA,13,No,0,100,37.47,79,17.95,112,11.67,8,3.67,2,0
AK,52,No,0,104,36.89,83,12.95,109,6.04,4,3.19,2,0
SD,114,No,25,77,21.93,110,24.65,110,7.97,5,3.13,1,0
CO,156,No,0,106,25.59,112,13.0,86,9.72,3,0.95,1,0
WV,62,No,0,122,32.22,95,8.82,106,8.13,5,2.92,2,0
ME,52,No,0,80,21.98,101,12.13,89,11.62,4,3.32,3,0
NH,146,No,0,77,19.65,100,18.16,72,9.83,6,2.89,1,0
RI,120,No,23,114,37.72,84,21.65,117,11.27,5,1.94,2,0
WI,90,No,0,91,10.42,94,16.52,80,6.44,9,3.08,1,0
NM,147,Yes,0,113,31.25,110,14.0,87,5.0,4,2.73,1,0
WY,159,No,0,68,28.46,74,12.22,111,6.3,3,2.78,0,1
IL,74,No,27,122,26.2,150,16.6,86,12.45,2,3.56,4,0
MI,87,No,0,80,33.71,89,15.9,96,6.01,4,4.48,2,0
VA,99,No,0,78,21.81,120,18.3,140,6.47,9,3.86,2,0
SD,131,No,0,110,31.94,101,17.04,125,9.12,11,2.75,2,0
AL,89,No,0,71,21.96,68,18.2,100,9.67,4,2.78,5,1
MS,123,Yes,0,106,21.34,96,10.96,129,11.34,6,1.7,4,1
MS,130,No,26,108,43.72,122,19.07,118,9.18,4,3.4,1,0
HI,99,No,0,90,21.18,70,12.44,95,7.62,6,2.84,1,0
WV,36,No,0,144,29.77,69,18.44,146,10.97,3,2.67,1,0
WV,87,No,0,91,21.13,105,14.74,109,11.53,5,2.03,3,0
WV,139,No,0,130,46.17,131,13.26,108,6.13,9,3.13,2,0
IN,189,No,0,80,37.38,117,12.18,69,5.88,7,3.16,1,0
NM,96,No,33,115,31.16,87,17.12,84,7.98,15,2.81,3,0
DE,112,No,0,119,17.19,67,18.22,112,8.08,5,2.78,2,0
NJ,108,No,41,110,29.17,78,11.57,103,8.25,7,2.92,0,0
RI,121,No,20,110,36.02,120,18.28,107,10.73,2,2.54,0,0
SD,116,No,0,101,10.83,95,16.64,87,9.45,6,2.7,1,0
NH,161,No,0,100,29.48,74,18.16,69,6.37,4,3.11,1,0
AL,19,Yes,0,98,40.41,121,17.6,95,8.2,4,1.22,0,0
ID,119,Yes,32,101,29.41,93,17.8,91,10.4,4,3.29,0,0
MD,125,No,0,102,38.23,87,12.22,105,8.95,2,2.16,0,0
IN,156,No,0,122,40.41,91,15.43,151,8.36,4,2.08,1,0
WY,109,No,0,128,23.29,116,18.45,86,8.19,5,2.7,2,0
NH,95,No,0,109,24.23,107,14.97,88,8.53,3,2.21,2,0
MN,90,No,0,126,24.21,118,10.73,71,12.34,4,1.24,1,0
MA,105,No,21,112,24.99,43,16.77,93,12.03,3,2.35,2,0
NH,101,No,0,124,37.45,101,16.03,98,12.53,4,2.86,1,0
MN,95,No,0,96,25.36,116,22.16,120,9.05,2,2.19,1,0
IA,123,No,0,88,34.75,111,11.69,100,10.17,4,2.7,0,0
AL,141,No,28,123,52.36,128,21.06,103,6.88,3,2.0,1,0
CA,75,No,19,90,35.75,87,20.55,102,9.71,3,3.54,4,0
MA,126,No,24,125,10.01,90,25.97,73,7.15,6,3.27,0,0
FL,153,No,0,102,38.91,136,13.66,109,9.14,2,3.38,0,0
NH,97,No,32,87,15.3,113,23.49,107,8.33,6,2.32,2,1
IN,115,No,0,128,24.94,74,9.03,104,8.9,4,3.0,2,0
MA,17,Yes,0,118,27.68,91,19.52,94,14.97,3,3.67,0,1
NH,105,No,20,114,31.77,91,21.79,104,15.06,2,2.4,1,0
TX,121,No,0,100,14.64,113,22.08,79,6.66,9,2.46,2,0
NC,125,No,0,89,36.09,127,18.31,73,8.41,2,3.05,2,0
CT,124,No,0,98,25.67,119,10.25,81,6.88,2,2.48,2,0
LA,123,No,32,77,36.09,78,21.38,85,9.39,2,1.78,3,0
NV,124,No,0,61,39.85,111,15.24,117,12.85,6,2.81,3,0
WV,133,No,0,92,30.06,97,15.94,88,8.86,3,1.76,2,0
SC,1,No,26,68,24.92,67,14.69,113,7.82,2,2.7,1,0
KS,107,No,0,108,44.29,110,8.7,148,5.84,5,2.65,1,0
NY,91,No,20,98,24.84,104,23.58,100,6.2,3,1.67,1,0
MI,178,Yes,0,134,21.17,78,12.0,113,12.07,2,3.08,2,1
MA,123,No,0,49,35.6,117,20.18,98,10.76,11,2.65,1,0
UT,170,No,0,44,48.57,144,14.24,97,11.7,4,2.35,1,1
HI,135,No,0,44,32.45,109,13.72,100,10.44,2,2.27,1,0
OR,134,No,50,130,35.5,104,11.3,107,6.15,4,3.0,2,0
CT,93,No,0,101,46.09,133,20.18,103,6.54,6,2.27,1,1
AZ,138,No,0,104,40.94,92,12.28,98,5.66,1,3.13,0,0
OR,159,No,0,98,19.52,101,16.37,108,11.66,5,3.29,0,0
DE,103,No,34,80,23.6,108,12.07,77,8.27,7,3.19,1,0
MA,150,No,27,112,35.67,80,13.18,111,11.32,6,1.94,0,0
CT,37,No,0,98,22.93,130,21.11,113,10.63,2,3.97,3,0
AR,33,Yes,0,99,27.88,102,13.01,104,5.57,4,1.73,0,0
SD,55,No,0,130,41.74,54,16.38,83,6.38,4,2.46,1,0
CT,107,No,0,90,15.42,109,17.64,96,7.62,5,1.51,2,0
MS,78,No,0,108,18.46,126,17.84,117,10.02,5,2.13,1,1
MT,85,No,17,88,15.27,75,19.82,116,7.46,7,2.51,4,1
AK,61,No,15,106,42.91,69,15.96,137,11.68,3,2.7,2,0
DE,97,No,32,94,31.18,120,22.87,38,9.16,4,1.81,5,0
OH,136,Yes,0,103,31.18,113,12.06,122,9.02,9,2.81,2,0
MN,135,No,0,100,26.38,84,11.55,82,8.31,9,1.03,3,0
CA,87,No,19,122,28.19,89,15.89,78,11.24,0,0.0,1,0
NV,148,No,0,104,47.48,87,17.14,99,12.64,2,2.13,2,1
SC,99,No,0,102,29.6,118,8.42,126,9.52,2,2.08,2,0
WV,123,No,0,78,29.87,96,15.69,92,7.06,2,2.46,2,0
NM,127,Yes,0,87,43.61,101,18.88,122,7.05,3,3.51,1,0
WY,151,No,0,89,28.93,83,15.94,100,5.38,3,1.16,0,0
CA,185,No,0,92,23.73,115,21.27,79,7.11,4,2.92,1,0
WY,58,No,0,126,35.72,108,21.16,88,7.14,2,3.89,4,0
MA,58,No,0,112,29.65,122,22.59,87,8.21,0,0.0,4,0
UT,108,No,0,117,35.8,103,13.96,68,9.06,5,2.54,0,0
MN,132,No,0,88,20.66,124,21.51,120,8.81,4,2.89,1,0
NE,80,No,0,67,21.73,112,15.44,63,8.88,2,4.29,2,0
KY,110,No,0,62,16.9,86,23.38,94,9.54,3,4.51,2,0
NY,168,No,0,134,27.78,87,20.41,147,7.38,2,3.13,2,1
CO,125,No,23,104,20.49,115,19.36,100,7.13,3,2.75,1,0
DC,170,No,0,106,31.3,70,17.42,133,10.09,3,2.65,2,0
AK,71,No,0,84,31.45,129,19.76,82,8.6,4,4.02,3,0
SC,124,No,0,109,27.35,152,12.26,97,5.42,12,3.48,1,0
KS,68,No,0,68,35.29,123,21.39,100,8.62,6,2.94,2,0
UT,97,No,0,134,35.56,0,0.0,94,7.89,6,3.19,1,0
IL,98,Yes,0,71,26.93,66,26.06,93,6.49,4,0.57,1,0
DC,24,No,0,73,25.33,81,11.14,69,10.74,3,2.32,2,1
DC,136,No,0,63,34.77,95,17.75,119,10.08,2,2.65,0,0
OK,44,No,0,86,49.1,87,14.95,106,9.69,2,2.57,0,1
KY,96,No,40,90,18.46,154,17.54,118,5.68,4,3.62,0,0
HI,24,No,0,104,26.55,101,7.65,116,9.23,5,1.97,1,0
SC,112,No,31,89,38.28,117,21.83,87,11.24,1,3.11,4,0
GA,117,Yes,0,118,48.86,84,22.07,86,6.89,3,2.7,1,1
KS,137,No,19,96,29.8,146,20.51,109,9.51,2,2.11,0,0
UT,95,No,0,103,26.84,90,22.07,117,10.35,2,3.78,0,0
ND,145,No,0,116,41.79,91,24.37,115,10.83,13,2.43,1,1
KY,56,Yes,0,114,30.21,110,18.33,67,10.65,5,2.84,1,0
OH,133,No,0,100,20.03,105,16.93,119,10.98,4,3.19,0,1
TX,53,No,0,113,20.35,84,16.12,108,11.53,7,3.48,2,0
WY,123,No,0,87,41.17,101,19.22,121,12.09,3,2.21,5,1
WV,62,No,0,111,21.88,104,14.41,97,8.71,5,2.78,1,0
MI,55,No,20,91,35.31,113,16.97,110,9.74,1,1.97,1,0
NY,125,No,0,65,39.66,93,17.83,109,9.48,4,2.46,1,0
TX,1,No,0,106,30.96,106,11.47,75,6.85,3,2.7,5,1
KY,98,No,36,81,28.56,125,13.87,120,7.77,2,2.16,6,1
SD,105,No,0,88,42.77,103,14.88,112,8.3,5,1.46,1,0
OR,99,No,0,44,43.59,105,18.23,75,10.52,1,2.13,3,1
WV,177,No,0,81,38.73,97,13.75,106,9.76,5,2.16,1,0
CT,160,No,0,136,39.93,134,23.02,101,9.87,2,3.75,1,1
ND,90,No,22,94,21.17,90,19.69,108,10.0,12,1.73,1,0
MI,148,Yes,0,81,39.7,71,15.95,97,5.5,2,2.59,0,1
MT,147,No,35,134,33.54,99,11.99,90,9.54,4,2.73,2,1
WV,80,No,0,89,25.76,78,11.19,131,10.59,4,3.19,0,0
AR,122,Yes,0,117,24.87,93,18.59,97,10.62,5,3.11,1,0
MT,132,No,0,100,33.17,95,12.65,117,10.1,2,1.81,0,0
UT,83,No,0,71,35.51,92,18.26,108,11.16,5,3.51,1,0
HI,99,No,0,107,23.07,103,17.71,95,9.4,3,2.38,7,1
KS,84,No,0,86,38.4,105,23.43,108,9.06,3,3.86,3,1
NY,46,No,0,67,20.77,62,14.21,98,8.77,6,2.62,1,0
OH,87,No,0,106,26.06,117,19.08,152,12.3,5,2.4,2,0
KS,73,No,0,112,33.12,85,14.21,61,4.51,6,2.92,1,0
IN,7,No,0,87,35.14,83,23.89,77,7.13,5,2.97,3,0
OR,89,No,12,105,31.96,107,12.86,132,9.09,3,2.84,2,0
NY,131,Yes,0,83,20.79,94,10.1,95,6.66,3,3.7,3,1
VA,105,No,0,96,44.08,97,14.89,36,10.01,5,3.24,3,0
ID,47,No,28,109,29.39,94,11.7,109,9.17,6,2.24,1,0
OR,161,No,0,73,33.42,79,14.47,79,8.74,3,3.38,1,0
AZ,69,No,31,63,33.13,90,16.29,129,6.89,2,3.56,2,0
PA,87,No,30,114,44.68,130,18.34,88,6.97,2,2.11,0,0
CO,71,No,0,70,35.9,122,21.48,104,10.16,3,3.32,0,0
KY,76,No,0,69,34.68,110,19.13,85,10.81,5,2.59,1,0
NJ,87,No,0,109,37.94,86,10.84,83,13.02,4,3.92,3,0
IL,117,No,0,82,20.23,108,15.94,97,8.52,3,3.11,1,0
WA,177,No,0,91,45.24,79,19.14,58,10.11,8,2.4,3,1
WV,95,No,0,104,22.85,95,12.95,80,10.64,3,2.54,1,0
OH,66,No,0,103,28.99,77,21.62,138,8.88,2,2.84,2,0
MO,110,No,0,124,30.35,141,12.49,102,9.77,7,2.67,1,0
VA,133,No,39,107,40.78,77,21.57,85,5.79,3,1.81,5,0
FL,185,No,0,97,9.45,83,24.54,110,5.0,3,3.27,2,0
NY,91,No,0,100,18.67,104,16.12,85,9.3,3,3.0,1,0
WV,131,No,0,89,33.34,87,15.77,132,11.25,6,1.4,2,0
LA,153,No,0,127,28.36,121,12.2,130,9.48,4,3.19,0,0
MA,132,No,25,96,19.24,107,22.94,87,10.31,7,1.92,2,0
AL,141,No,0,90,41.28,80,19.9,104,9.52,3,1.62,5,0
ME,105,No,0,102,26.61,134,11.92,111,10.23,2,3.29,2,0
TX,169,No,0,105,45.34,88,13.45,111,12.95,3,3.73,3,1
ND,127,No,23,80,30.94,85,18.37,82,7.06,4,2.65,1,0
LA,123,No,33,87,24.92,59,9.76,99,9.92,7,0.78,0,0
MT,103,No,35,101,18.79,81,17.71,77,3.93,2,3.75,4,1
OR,101,No,0,89,20.16,97,16.97,61,2.4,5,3.11,1,0
NH,123,No,22,105,33.59,86,6.8,82,5.44,12,4.21,2,0
NE,78,No,32,116,35.75,83,16.34,92,11.07,4,2.92,6,0
WV,101,No,28,96,37.45,72,24.29,111,9.14,6,2.54,4,0
NV,129,No,0,98,25.5,101,19.75,123,11.75,6,3.38,1,0
MA,67,No,34,114,27.49,115,17.65,114,9.26,4,2.48,0,0
MI,37,No,0,116,32.54,99,14.23,112,9.74,5,3.78,3,0
WV,173,No,0,103,18.6,111,8.61,106,7.53,7,2.11,1,0
KY,135,No,0,115,24.5,68,21.23,82,9.51,3,3.67,1,0
NJ,75,No,42,93,42.31,108,14.52,91,4.7,8,3.02,1,0
ME,88,No,0,112,14.57,70,18.84,75,8.58,3,3.13,4,1
TX,112,No,0,112,36.52,104,17.82,97,7.4,5,2.54,3,0
MN,113,No,0,137,27.01,109,20.64,97,11.15,4,1.76,0,0
VA,121,No,28,94,18.7,76,12.03,87,10.68,3,1.73,2,0
MD,90,No,0,103,24.75,137,16.75,83,13.25,4,2.84,0,0
RI,39,No,0,83,15.86,114,16.97,104,9.28,4,1.76,0,0
MD,176,No,0,101,34.32,78,13.15,79,7.4,2,2.43,1,0
NM,105,No,0,81,24.89,80,19.13,117,10.35,2,2.3,1,0
MN,57,No,0,74,46.36,85,19.12,104,8.02,3,2.84,2,1
MI,110,No,0,92,3.21,81,21.96,74,4.93,4,4.0,1,0
AL,95,No,0,119,32.33,70,13.35,120,8.17,6,3.78,0,0
MI,147,No,0,83,22.2,144,17.69,72,9.21,3,4.21,3,0
SC,101,No,0,92,26.93,117,15.98,125,9.89,4,3.65,4,1
MS,115,No,0,111,28.31,98,20.08,92,9.25,2,4.21,1,0
MS,103,No,0,103,21.98,89,17.24,126,10.49,2,3.48,2,0
CA,82,No,0,112,33.88,120,16.44,117,11.45,10,1.89,0,0
MD,141,No,0,126,31.47,98,19.81,106,6.85,7,2.46,0,0
ND,149,No,0,80,29.82,127,16.78,102,8.47,2,2.62,2,0
SD,119,No,0,108,16.01,100,22.45,79,9.17,3,1.97,1,0
AL,112,No,0,83,32.2,89,18.62,116,7.56,8,1.92,3,0
NV,116,No,35,103,20.06,106,14.21,102,9.26,2,3.19,2,0
LA,94,No,0,98,36.06,89,16.1,95,15.85,5,2.27,3,0
VA,90,No,0,93,37.74,103,15.9,124,12.7,6,3.35,2,0
DE,114,No,31,98,37.88,105,15.34,101,6.81,4,3.51,0,0
CT,63,No,25,137,32.3,76,9.91,110,6.37,2,3.29,1,0
MA,122,No,29,83,33.22,93,22.8,95,7.56,6,2.27,3,0
WA,62,No,0,98,17.0,95,14.75,122,9.81,4,2.73,0,0
SC,78,No,21,85,27.3,79,18.96,92,5.58,1,2.57,2,0
IN,148,No,26,91,26.98,127,13.64,88,9.82,3,2.67,1,0
MD,154,No,0,122,26.27,71,18.21,105,8.01,2,3.24,3,1
NV,110,No,34,114,32.69,114,10.99,102,6.13,12,1.7,1,0
TX,75,No,0,106,51.87,115,15.98,116,10.59,5,2.3,0,1
ND,84,No,38,106,32.81,106,13.06,87,11.72,5,2.0,2,0
WV,113,No,0,88,12.33,112,17.34,118,5.31,3,1.78,1,0
CO,181,No,40,61,17.88,79,29.01,97,7.46,3,1.7,2,0
TX,51,No,0,88,30.69,102,11.45,97,7.68,3,2.7,2,0
FL,102,No,29,86,36.5,109,26.72,110,12.61,2,3.86,0,0
AL,107,No,0,95,14.76,85,9.19,87,9.19,3,3.56,1,0
WV,88,No,0,99,22.36,128,14.86,83,8.29,2,2.13,5,1
MI,82,No,0,102,23.02,122,20.15,91,5.32,4,4.73,0,0
NY,204,No,0,85,29.63,95,21.6,96,7.94,3,1.59,6,0
MO,174,No,0,108,40.04,143,12.1,131,14.25,5,3.38,0,0
AR,129,No,0,113,26.69,97,21.84,126,8.35,2,3.27,2,0
MS,190,Yes,0,55,19.02,124,18.96,81,10.94,7,2.7,3,0
NY,54,Yes,0,91,40.17,130,12.99,98,7.21,8,3.02,3,0
SD,78,No,0,88,27.81,93,24.09,108,11.79,9,2.32,0,0
AK,100,No,29,127,36.31,82,14.95,100,9.32,3,2.4,1,0
WV,70,No,30,72,24.38,92,14.45,68,5.76,4,2.54,3,0
VA,117,No,0,98,16.51,131,19.38,111,10.8,3,2.86,1,0
MS,68,No,0,93,16.0,80,12.55,85,9.61,2,2.73,0,0
SD,27,No,0,95,38.47,109,23.32,119,10.92,3,2.21,2,1
MN,91,No,0,61,22.75,96,13.5,92,8.53,2,2.84,1,0
AL,181,No,27,93,32.35,127,21.17,82,9.71,4,2.86,1,0
CO,118,No,36,106,50.13,115,14.08,63,8.51,5,2.65,3,0
ME,112,No,0,114,31.52,119,16.27,78,6.48,11,2.7,2,0
GA,93,No,0,121,30.52,131,16.31,125,7.45,4,3.24,0,0
AZ,102,No,0,94,26.86,100,17.67,120,8.57,10,2.73,0,0
MA,93,No,0,131,29.41,108,16.18,66,13.05,2,2.81,0,0
AZ,107,No,32,101,22.81,145,18.01,138,7.54,5,2.21,1,0
DE,115,No,0,111,33.3,108,19.3,113,14.09,1,3.56,2,0
WI,63,No,13,61,36.41,88,15.4,68,7.83,2,2.78,0,0
DC,119,No,26,100,22.44,121,14.73,108,9.16,5,3.13,1,0
GA,73,No,0,92,26.79,87,16.86,106,16.42,4,2.46,1,0
HI,98,No,30,71,18.75,108,15.5,88,8.27,8,2.97,2,0
VA,139,Yes,0,121,27.46,137,16.4,96,7.57,13,3.02,0,0
NY,31,No,28,116,29.21,125,20.46,80,11.05,7,2.86,1,0
PA,129,No,32,99,35.87,89,13.18,96,10.57,5,3.08,1,0
AR,115,No,0,89,23.68,95,16.35,75,6.8,3,2.51,7,1
HI,108,No,0,99,49.57,93,18.79,110,10.31,9,3.78,2,1
WV,102,No,0,125,39.92,99,16.93,88,7.34,1,2.7,4,0
OK,149,No,0,83,31.89,81,17.12,79,11.89,1,2.38,1,0
ND,131,No,33,100,30.11,85,16.49,124,11.4,5,1.4,1,0
MO,83,No,0,101,20.04,92,13.63,150,10.59,10,3.08,0,0
AR,96,No,21,95,42.09,150,21.79,72,7.14,6,2.92,2,0
GA,98,No,0,77,28.88,155,11.76,105,6.42,7,2.3,1,0
TN,3,No,0,120,31.45,129,17.31,89,7.67,3,3.81,3,0
MA,77,No,17,84,34.83,102,17.09,97,9.89,5,3.05,0,0
ND,75,No,24,119,38.34,108,15.47,106,12.19,2,2.54,3,0
IA,40,No,0,115,28.85,123,12.02,115,11.39,3,2.84,4,1
AL,16,No,0,100,27.52,138,19.56,78,6.7,11,2.75,3,0
NY,115,No,16,110,22.66,111,15.78,113,7.27,4,1.51,2,0
PA,108,No,25,88,29.02,113,9.34,99,7.46,1,2.35,3,0
VT,107,No,0,76,32.25,65,13.27,91,10.98,3,2.24,5,0
NC,161,No,0,100,54.79,135,19.58,104,10.87,5,2.11,2,1
CT,147,No,0,74,21.15,78,27.28,126,7.07,4,2.81,2,0
MO,107,No,0,94,24.97,111,9.72,97,5.15,5,3.08,3,0
AK,58,No,0,96,22.42,107,14.25,106,9.27,5,3.97,3,0
LA,91,No,0,121,25.02,87,14.89,80,6.13,3,3.59,2,0
AL,13,No,0,139,24.33,88,20.37,123,9.98,5,1.92,2,0
MA,93,No,31,85,40.32,100,18.11,87,8.67,4,2.89,1,0
DE,95,No,0,95,31.31,101,15.44,113,6.45,4,3.46,2,0
SC,104,No,0,141,18.55,140,15.9,100,9.75,4,2.7,3,0
NH,35,No,0,115,23.48,82,13.45,118,9.71,2,2.78,5,1
LA,62,No,0,94,31.76,92,17.65,98,8.78,4,2.38,3,0
MS,143,No,0,112,26.42,92,24.73,91,10.28,5,3.75,1,0
WA,60,Yes,0,97,35.0,117,23.58,139,9.09,2,2.97,0,1
SC,41,No,0,138,35.22,83,18.2,105,8.69,4,3.21,1,0
ME,56,No,0,112,37.72,122,23.65,85,12.96,5,1.92,0,1
AZ,94,No,0,111,37.54,67,13.28,89,8.46,4,2.84,2,0
CT,73,No,47,117,29.53,114,17.34,94,7.86,3,1.7,2,0
AR,127,Yes,0,60,24.34,159,15.26,122,7.73,4,1.67,4,1
RI,33,No,0,111,31.35,110,17.32,100,10.68,5,2.51,3,0
NV,148,No,0,95,36.75,105,15.78,143,13.5,5,2.7,2,0
UT,81,No,0,121,22.08,105,19.56,123,6.32,3,3.59,0,0
NC,122,No,30,108,39.12,76,24.45,85,7.97,3,1.86,2,0
MI,52,No,0,97,34.75,128,23.22,118,8.08,5,2.97,1,0
WI,91,No,44,101,36.82,98,14.71,95,10.89,3,2.46,1,0
AR,54,No,0,85,42.08,93,19.16,132,10.99,2,2.75,2,1
NH,152,No,0,93,38.78,106,11.59,107,8.88,2,2.43,1,0
TX,201,No,0,110,38.4,86,25.42,81,11.31,4,3.02,1,1
ID,78,No,0,115,17.6,102,10.02,94,9.05,3,3.24,4,1
CT,67,No,0,70,19.64,143,21.44,91,9.4,6,2.03,0,0
NH,100,No,0,125,37.2,102,12.61,97,12.5,6,2.62,1,0
WY,41,No,0,67,38.05,74,20.81,156,10.07,5,3.32,3,0
OR,133,No,0,71,24.45,131,15.64,132,12.4,4,3.48,3,0
SC,36,No,43,123,5.08,117,10.97,105,14.67,6,2.32,2,0
MD,51,No,28,121,47.04,99,17.31,88,11.08,3,2.24,0,0
NY,122,No,0,128,24.04,70,12.44,75,5.54,4,2.19,0,0
UT,110,No,0,102,32.74,118,15.21,74,9.66,4,2.54,1,0
AL,91,Yes,0,115,25.81,116,8.81,86,7.03,4,3.29,1,0
DE,121,No,0,74,36.65,98,16.4,103,6.48,4,2.73,5,0
WV,109,No,0,100,30.6,103,19.47,105,6.27,8,2.11,3,0
NC,72,No,0,88,33.41,129,13.48,118,12.12,3,1.84,0,0
AZ,108,No,0,126,32.86,85,13.15,98,7.87,6,2.54,3,0
ND,148,Yes,0,111,37.18,133,13.23,62,12.48,5,2.21,1,0
WA,76,Yes,0,110,41.96,63,17.54,123,9.38,5,3.56,0,1
ID,103,No,0,151,29.7,56,12.58,109,7.57,3,4.27,6,1
CT,87,No,0,83,40.8,106,11.4,84,8.51,2,2.51,0,1
OK,35,No,37,76,30.8,98,15.1,136,10.26,3,1.35,2,0
ID,77,No,29,89,35.89,97,19.0,106,6.68,9,2.62,2,0
OR,124,No,0,108,28.78,91,15.18,82,10.9,3,3.29,1,0
SD,30,No,0,107,42.06,76,14.95,90,12.93,2,3.05,0,0
DE,53,No,32,63,22.3,125,19.33,105,8.05,2,3.46,2,0
CT,100,Yes,0,98,18.22,122,7.38,117,7.03,4,2.62,1,0
MN,59,No,32,120,36.02,136,17.25,95,9.61,5,2.38,1,0
WA,143,No,0,120,27.27,104,24.3,85,8.21,4,1.86,3,0
MS,111,No,0,90,50.1,72,25.04,121,11.7,3,2.92,1,1
WA,143,No,0,107,22.68,117,19.03,85,8.12,13,2.75,1,0
OH,68,Yes,24,92,21.37,98,23.45,108,9.65,6,3.83,3,1
TN,93,Yes,0,114,28.63,127,23.46,48,8.83,3,3.08,1,0
ID,103,No,0,134,12.05,112,11.43,164,7.6,6,3.24,2,0
WV,144,No,38,86,17.85,123,10.35,122,9.97,4,1.0,0,0
WI,93,No,0,141,25.86,107,18.32,111,11.81,7,3.24,1,0
OK,149,Yes,0,79,30.75,83,16.57,109,8.9,9,2.38,3,0
WV,23,No,31,84,26.62,96,13.73,107,13.26,6,2.54,1,0
SD,221,No,24,85,30.69,92,19.05,103,9.26,3,0.65,0,0
KS,164,No,30,100,40.6,121,19.55,66,9.28,8,3.56,1,0
NC,104,No,18,66,30.96,65,18.16,108,8.69,9,3.62,2,0
NY,150,No,35,72,23.73,170,28.29,105,9.62,2,2.38,2,0
WI,184,No,12,76,34.05,105,21.56,93,6.72,5,2.75,0,0
UT,61,Yes,29,119,21.79,83,14.59,114,11.29,6,3.16,3,0
IN,115,No,0,101,38.49,60,23.53,82,9.6,4,3.32,3,1
AR,33,No,0,81,42.82,96,16.54,87,9.5,3,2.27,2,0
ME,100,No,0,117,44.97,111,16.49,111,11.82,4,2.03,2,1
DE,75,No,28,96,34.1,111,13.95,153,7.63,5,0.68,1,0
AK,121,No,34,95,41.65,66,18.44,125,5.06,8,2.03,0,0
MI,142,Yes,0,140,23.94,119,19.43,88,6.88,7,2.94,1,0
WA,121,No,0,93,43.37,97,22.69,118,8.9,3,2.38,3,1
SD,87,No,33,99,21.25,81,20.0,95,9.69,7,2.75,2,0
SD,34,No,0,65,30.7,99,23.83,105,13.16,3,1.35,1,0
AK,177,Yes,0,118,42.28,73,14.65,87,8.64,2,3.05,1,1
MA,58,No,30,111,30.28,109,20.12,118,11.88,2,2.27,0,0
AR,113,Yes,0,112,20.77,94,11.19,106,7.63,9,2.78,5,1
OR,89,No,0,101,18.9,94,10.38,85,8.14,2,3.4,3,0
NC,77,Yes,44,117,17.54,86,20.09,101,9.16,2,3.21,0,1
OK,146,No,0,104,23.53,122,13.51,73,2.13,9,1.05,4,1
NJ,93,No,0,85,24.87,95,18.41,82,10.49,3,3.11,0,0
OH,160,No,0,66,35.07,109,20.49,102,10.25,6,3.16,0,0
NM,55,No,0,103,22.44,114,23.77,74,8.1,4,3.65,0,0
OH,88,No,0,105,46.68,121,13.69,123,8.75,4,2.48,2,0
MI,63,No,0,87,31.5,87,19.15,93,8.74,3,3.16,0,0
IL,57,No,30,105,30.46,83,24.07,77,10.26,5,3.97,1,0
RI,138,Yes,0,61,48.65,60,15.91,114,6.58,4,2.97,2,1
AR,115,No,0,115,45.56,106,13.06,65,10.45,1,4.59,3,0
NY,171,No,0,110,23.38,109,16.84,131,13.17,5,3.59,2,0
NC,127,No,0,79,22.93,114,18.83,118,5.12,2,4.05,1,0
OR,61,No,0,76,39.81,108,18.42,122,5.88,2,3.75,1,0
VT,131,No,0,73,29.77,116,14.61,94,5.9,6,1.97,1,0
SD,88,No,0,107,24.17,84,22.3,99,6.26,5,2.73,1,0
DC,130,No,0,81,22.51,110,17.03,103,9.11,1,1.62,2,0
